feature,phrase,frequency,rank,docfreq
person_detained,person detained,61,15618,20
psychology_licensure,psychology licensure,61,15618,16
personal_privacy,personal privacy,61,15618,42
liberally_construed,liberally construed,61,15618,46
plan_developed,plan developed,61,15618,41
services_funded,services funded,61,15618,24
residential_substance,residential substance,61,15618,14
support_program,support program,61,15618,21
service_unit,service unit,61,15618,15
access_line,access line,61,15618,11
suicidal_behavior,suicidal behavior,61,15618,29
charitable_organization,charitable organization,61,15618,15
fees_collected,fees collected,61,15618,34
discharge_plan,discharge plan,61,15618,22
provider_licensed,provider licensed,61,15618,29
care_centers,care centers,61,15618,41
accredited_institution,accredited institution,61,15618,25
amendments_thereto,amendments thereto,61,15618,14
school_located,school located,61,15618,17
community_protection,community protection,61,15618,35
considered_neglected,considered neglected,61,15618,10
program_fund,program fund,61,15618,17
licensed_firearms,licensed firearms,61,15618,17
governmental_units,governmental units,61,15618,33
subpara_graph,subpara graph,61,15618,25
comprehensive-type_coverage,comprehensive-type coverage,61,15618,21
effec_tive,effec tive,61,15618,32
memorializing_governor,memorializing governor,61,15618,61
direct_patient,direct patient,60,15851,19
treatment_team,treatment team,60,15851,25
pharmacist_licensed,pharmacist licensed,60,15851,27
education_school,education school,60,15851,16
director_employee,director employee,60,15851,25
compact_becomes,compact becomes,60,15851,23
participating_providers,participating providers,60,15851,33
call_centers,call centers,60,15851,20
bad_faith,bad faith,60,15851,17
supervised_clinical,supervised clinical,60,15851,33
criminal_investigation,criminal investigation,60,15851,29
temporary_custody,temporary custody,60,15851,14
receive_training,receive training,60,15851,26
care_insurance,care insurance,60,15851,13
cause_hearing,cause hearing,60,15851,10
ambulatory_surgical,ambulatory surgical,60,15851,21
fair_market,fair market,60,15851,25
medical_society,medical society,60,15851,21
mass_transit,mass transit,60,15851,13
breast_tomosynthesis,breast tomosynthesis,60,15851,11
persons_aides,persons aides,60,15851,12
gambling_addiction,gambling addiction,60,15851,14
affect_impair,affect impair,60,15851,36
abuse_use,abuse use,60,15851,19
university_faculty,university faculty,60,15851,17
assist_ance,assist ance,60,15851,28
care_hospitals,care hospitals,59,16103,12
psychiatric_care,psychiatric care,59,16103,33
specific_needs,specific needs,59,16103,44
county_jails,county jails,59,16103,29
licensed_social,licensed social,59,16103,38
certain_services,certain services,59,16103,41
persons_receiving,persons receiving,59,16103,38
receiving_treatment,receiving treatment,59,16103,49
youth_behavioral,youth behavioral,59,16103,12
health_assistance,health assistance,59,16103,20
evaluation_services,evaluation services,59,16103,31
scheduled_hearing,scheduled hearing,59,16103,25
person_named,person named,59,16103,32
moneys_appropriated,moneys appropriated,59,16103,48
qualified_individual,qualified individual,59,16103,11
programs_operated,programs operated,59,16103,47
board_finds,board finds,59,16103,20
general_population,general population,59,16103,28
housing_program,housing program,59,16103,21
commissioner_determines,commissioner determines,59,16103,26
placement_criteria,placement criteria,59,16103,27
criminal_charges,criminal charges,59,16103,34
cause_exists,cause exists,59,16103,36
requiring_certain,requiring certain,59,16103,50
department_receives,department receives,59,16103,29
current_license,current license,59,16103,41
provision_requiring,provision requiring,59,16103,36
court-ordered_treatment,court-ordered treatment,59,16103,27
attorney_representing,attorney representing,59,16103,28
crisis_situation,crisis situation,59,16103,18
monthly_basis,monthly basis,59,16103,39
partnership_corporation,partnership corporation,59,16103,25
market_value,market value,59,16103,22
private_grants,private grants,59,16103,28
methamphetamine_control,methamphetamine control,59,16103,34
physical_abuse,physical abuse,59,16103,22
affirmative_defense,affirmative defense,59,16103,21
median_income,median income,59,16103,13
faculty_practice,faculty practice,59,16103,21
certif_icate,certif icate,59,16103,29
proce_dures,proce dures,59,16103,38
expire_therewith,expire therewith,59,16103,15
technical_school,technical school,59,16103,39
master’s_degree,master’s degree,58,16374,19
voting_members,voting members,58,16374,39
prevention_education,prevention education,58,16374,25
private_facility,private facility,58,16374,25
care_management,care management,58,16374,26
another_compact,another compact,58,16374,12
officer_executive,officer executive,58,16374,23
readily_available,readily available,58,16374,42
social_support,social support,58,16374,51
nonprofit_corporation,nonprofit corporation,58,16374,26
program_services,program services,58,16374,26
school_employee,school employee,58,16374,35
health_authorities,health authorities,58,16374,28
surgeon_general,surgeon general,58,16374,33
faith_effort,faith effort,58,16374,35
actual_cost,actual cost,58,16374,29
timely_fashion,timely fashion,58,16374,33
persons_whose,persons whose,58,16374,28
findings_conclusions,findings conclusions,58,16374,31
performing_services,performing services,58,16374,17
hospital_licensing,hospital licensing,58,16374,23
pain_management,pain management,58,16374,14
firearm_concealed,firearm concealed,58,16374,21
internet_protocol,internet protocol,58,16374,15
supervisors_qualified,supervisors qualified,58,16374,14
professionals_nurses,professionals nurses,58,16374,14
relevant_waiver,relevant waiver,58,16374,12
practi_tioner,practi tioner,58,16374,33
satisfactory_experience,satisfactory experience,58,16374,10
experi_ence,experi ence,58,16374,23
appropri_ate,appropri ate,58,16374,39
appro_priate,appro priate,58,16374,35
timely_access,timely access,57,16633,36
current_mental,current mental,57,16633,43
progress_toward,progress toward,57,16633,41
american_academy,american academy,57,16633,36
moral_turpitude,moral turpitude,57,16633,25
care_system,care system,57,16633,43
services_programs,services programs,57,16633,46
adult_mental,adult mental,57,16633,14
health_director,health director,57,16633,24
educational_institutions,educational institutions,57,16633,39
physical_illness,physical illness,57,16633,31
county_city,county city,57,16633,38
final_determination,final determination,57,16633,43
gay_bisexual,gay bisexual,57,16633,41
crisis_lifeline,crisis lifeline,57,16633,18
care_model,care model,57,16633,12
involuntarily_committed,involuntarily committed,57,16633,34
eligible_persons,eligible persons,57,16633,30
health_district,health district,57,16633,14
counseling_compact,counseling compact,57,16633,12
licensed_speech-language,licensed speech-language,57,16633,11
force_members,force members,57,16633,38
pharmacy_services,pharmacy services,57,16633,22
ethnic_minorities,ethnic minorities,57,16633,18
workforce_investment,workforce investment,57,16633,10
last_known,last known,57,16633,33
education_agency,education agency,57,16633,30
court's_order,court's order,57,16633,26
current_valid,current valid,57,16633,20
regis_tered,regis tered,57,16633,25
beverage_control,beverage control,57,16633,11
thera_pist,thera pist,57,16633,17
addi_tional,addi tional,57,16633,25
alternative_order,alternative order,57,16633,13
mandates_determines,mandates determines,56,16868,28
existing_resources,existing resources,56,16868,38
services_provides,services provides,56,16868,53
active_license,active license,56,16868,29
voluntary_basis,voluntary basis,56,16868,33
concerning_persons,concerning persons,56,16868,31
hiv_test,hiv test,56,16868,13
prevention_early,prevention early,56,16868,14
public_policy,public policy,56,16868,47
services_offered,services offered,56,16868,46
health_issue,health issue,56,16868,45
crisis_respite,crisis respite,56,16868,20
relevant_clinical,relevant clinical,56,16868,30
disabled_persons,disabled persons,56,16868,30
psychiatric_bed,psychiatric bed,56,16868,10
prescribe_controlled,prescribe controlled,56,16868,23
crime_laboratory,crime laboratory,56,16868,17
successor_organization,successor organization,56,16868,24
submit_evidence,submit evidence,56,16868,19
corporation_partnership,corporation partnership,56,16868,21
program_eligibility,program eligibility,56,16868,24
per_annum,per annum,56,16868,20
tax_return,tax return,56,16868,20
see_index,see index,56,16868,56
money_received,money received,56,16868,32
nurse_aide,nurse aide,56,16868,10
veterinary_medicine,veterinary medicine,56,16868,24
local_social,local social,56,16868,28
repeal_certain,repeal certain,56,16868,24
certain_costs,certain costs,55,17169,53
nonprofit_organizations,nonprofit organizations,55,17169,41
probation_officers,probation officers,55,17169,31
prescribed_drugs,prescribed drugs,55,17169,33
bed_capacity,bed capacity,55,17169,19
situations_involving,situations involving,55,17169,37
practice_telepsychology,practice telepsychology,55,17169,12
client_patient,client patient,55,17169,12
practicum_internship,practicum internship,55,17169,24
judicial_proceedings,judicial proceedings,55,17169,38
money_equipment,money equipment,55,17169,22
psychiatric_hospitals,psychiatric hospitals,55,17169,36
cost_reports,cost reports,55,17169,23
licensed_medical,licensed medical,55,17169,21
depression_anxiety,depression anxiety,55,17169,52
individual_needs,individual needs,55,17169,37
patient_rights,patient rights,55,17169,27
school_setting,school setting,55,17169,31
psychiatric_beds,psychiatric beds,55,17169,10
found_incompetent,found incompetent,55,17169,21
person_commits,person commits,55,17169,17
present_threat,present threat,55,17169,17
private_transport,private transport,55,17169,12
submitted_electronically,submitted electronically,55,17169,26
facility_services,facility services,55,17169,29
full-time_equivalent,full-time equivalent,55,17169,24
terms_conditions,terms conditions,55,17169,16
foreign_country,foreign country,55,17169,24
dental_hygienists,dental hygienists,55,17169,24
professional_disciplinary,professional disciplinary,55,17169,13
school_student,school student,55,17169,18
administrative_support,administrative support,55,17169,34
health_related,health related,55,17169,22
vital_records,vital records,55,17169,13
statewide_organization,statewide organization,55,17169,23
conditional_enrollment,conditional enrollment,55,17169,11
kidney_transplantation,kidney transplantation,55,17169,11
add-on_payment,add-on payment,55,17169,11
veterans_administration,veterans administration,55,17169,26
pediatric_acute-onset,pediatric acute-onset,55,17169,12
make_grants,make grants,55,17169,37
electronic_prescription,electronic prescription,55,17169,10
disease_characterized,disease characterized,55,17169,13
employment_agency,employment agency,55,17169,11
certif_ication,certif ication,55,17169,30
special_duties,special duties,55,17169,21
income_taxation,income taxation,55,17169,18
collect_data,collect data,54,17446,44
health_mental,health mental,54,17446,48
persons_seeking,persons seeking,54,17446,39
involuntary_detention,involuntary detention,54,17446,19
family_service,family service,54,17446,11
contains_costs,contains costs,54,17446,28
board_certified,board certified,54,17446,29
group_counseling,group counseling,54,17446,37
homeless_individuals,homeless individuals,54,17446,12
great_bodily,great bodily,54,17446,34
professional_experience,professional experience,54,17446,26
license_granted,license granted,54,17446,21
specifically_exempted,specifically exempted,54,17446,34
previously_adopted,previously adopted,54,17446,27
traumatic_event,traumatic event,54,17446,20
actual_costs,actual costs,54,17446,28
financial_institution,financial institution,54,17446,25
make_every,make every,54,17446,20
young_people,young people,54,17446,41
moneys_collected,moneys collected,54,17446,23
crisis_responders,crisis responders,54,17446,22
alaska_native,alaska native,54,17446,21
abuse_problems,abuse problems,54,17446,25
prevent_suicide,prevent suicide,54,17446,32
trauma_informed,trauma informed,54,17446,26
public_inspection,public inspection,54,17446,34
community_members,community members,54,17446,43
abuse_counselor,abuse counselor,54,17446,18
sexual_misconduct,sexual misconduct,54,17446,22
electronic_monitoring,electronic monitoring,54,17446,15
fifth_edition,fifth edition,54,17446,33
abuse_impaired,abuse impaired,54,17446,12
receiving_facilities,receiving facilities,54,17446,25
clinical_assessment,clinical assessment,54,17446,20
restrictive_alternatives,restrictive alternatives,54,17446,21
primary_residence,primary residence,54,17446,18
financial_statements,financial statements,54,17446,34
practice_professional,practice professional,54,17446,19
financial_resources,financial resources,54,17446,41
therapist_assistants,therapist assistants,54,17446,15
licensed_school,licensed school,54,17446,22
child_protective,child protective,54,17446,27
health_institute,health institute,54,17446,20
home_administrator,home administrator,54,17446,12
private_schools,private schools,54,17446,29
subsequent_violation,subsequent violation,54,17446,28
taxes_paid,taxes paid,54,17446,10
habilitative_services,habilitative services,54,17446,20
taxable_income,taxable income,54,17446,11
rate_per,rate per,54,17446,13
outpatient_substance,outpatient substance,54,17446,20
family_court,family court,54,17446,37
domestic_relations,domestic relations,54,17446,16
services_districts,services districts,54,17446,15
tempo_rary,tempo rary,54,17446,46
use_symptoms,use symptoms,54,17446,12
tolerance_physiological,tolerance physiological,54,17446,12
psychological_withdrawal,psychological withdrawal,54,17446,12
economic_functioning,economic functioning,54,17446,12
records_related,records related,53,17777,27
decisions_regarding,decisions regarding,53,17777,32
preceding_fiscal,preceding fiscal,53,17777,18
child_day,child day,53,17777,18
american_medical,american medical,53,17777,32
school_staff,school staff,53,17777,33
states_government,states government,53,17777,29
psychology_boards,psychology boards,53,17777,20
lease_purchase,lease purchase,53,17777,40
participating_facility,participating facility,53,17777,19
necessity_criteria,necessity criteria,53,17777,16
suicide_attempts,suicide attempts,53,17777,38
appointed_members,appointed members,53,17777,43
patient_record,patient record,53,17777,21
pay_costs,pay costs,53,17777,16
paul_wellstone,paul wellstone,53,17777,14
domenici_mental,domenici mental,53,17777,14
model_policy,model policy,53,17777,18
experiencing_homelessness,experiencing homelessness,53,17777,35
receiving_mental,receiving mental,53,17777,38
major_depressive,major depressive,53,17777,41
regional_behavioral,regional behavioral,53,17777,13
criminal_liability,criminal liability,53,17777,42
direct_result,direct result,53,17777,22
allied_health,allied health,53,17777,15
addiction_professionals,addiction professionals,53,17777,10
public's_health,public's health,53,17777,24
teaching_hospitals,teaching hospitals,53,17777,14
related_thereto,related thereto,53,17777,32
psychiatrist_licensed,psychiatrist licensed,53,17777,39
patient's_guardian,patient's guardian,53,17777,17
person_applying,person applying,53,17777,20
every_insurer,every insurer,53,17777,31
life_imprisonment,life imprisonment,53,17777,17
psychologist_licensing,psychologist licensing,53,17777,22
copayment_coinsurance,copayment coinsurance,53,17777,12
rental_assistance,rental assistance,53,17777,18
medicaid_payment,medicaid payment,53,17777,12
policy_provides,policy provides,53,17777,21
purchasing_possessing,purchasing possessing,53,17777,12
assistant_working,assistant working,53,17777,10
functions_powers,functions powers,53,17777,33
district_employees,district employees,53,17777,16
services_pilot,services pilot,53,17777,18
observation_care,observation care,53,17777,15
general_special,general special,53,17777,19
clinical_privileges,clinical privileges,52,18099,13
relevant_factors,relevant factors,52,18099,29
service_plans,service plans,52,18099,29
pupil_mental,pupil mental,52,18099,17
funding_sources,funding sources,52,18099,39
facility_accepting,facility accepting,52,18099,16
health_administration,health administration,52,18099,17
depression_screening,depression screening,52,18099,25
medically_underserved,medically underserved,52,18099,25
health_profession,health profession,52,18099,25
accountability_commission,accountability commission,52,18099,20
protect_public,protect public,52,18099,24
psychological_testing,psychological testing,52,18099,18
food_safety,food safety,52,18099,12
licensed_psychologists,licensed psychologists,52,18099,26
evaluation_service,evaluation service,52,18099,14
matters_related,matters related,52,18099,36
maintain_insurance,maintain insurance,52,18099,23
fees_paid,fees paid,52,18099,31
reasonable_opportunity,reasonable opportunity,52,18099,33
enforce_compliance,enforce compliance,52,18099,30
voluntary_treatment,voluntary treatment,52,18099,19
stigma_associated,stigma associated,52,18099,50
supplant_existing,supplant existing,52,18099,18
reasonably_available,reasonably available,52,18099,27
crisis_outreach,crisis outreach,52,18099,23
health_intervention,health intervention,52,18099,12
intervention_treatment,intervention treatment,52,18099,14
data_systems,data systems,52,18099,22
program_evaluation,program evaluation,52,18099,40
persons_suffering,persons suffering,52,18099,32
retail_sale,retail sale,52,18099,24
military_personnel,military personnel,52,18099,25
employment_services,employment services,52,18099,20
treatment_alternatives,treatment alternatives,52,18099,30
business_hours,business hours,52,18099,35
prescribed_drug,prescribed drug,52,18099,20
suspend_revoke,suspend revoke,52,18099,33
care_physician,care physician,52,18099,34
prescribing_psychologists,prescribing psychologists,52,18099,17
solitary_confinement,solitary confinement,52,18099,14
counseling_marriage,counseling marriage,52,18099,19
practice_mental,practice mental,52,18099,17
report_regarding,report regarding,52,18099,45
emergency_contact,emergency contact,52,18099,13
satisfactorily_completed,satisfactorily completed,52,18099,17
person's_mental,person's mental,52,18099,30
form_developed,form developed,52,18099,25
property_owned,property owned,52,18099,19
private_duty,private duty,52,18099,16
private_agencies,private agencies,52,18099,31
pediatric_acute,pediatric acute,52,18099,12
acute_onset,acute onset,52,18099,11
previous_calendar,previous calendar,52,18099,30
foster_home,foster home,52,18099,29
organization_representing,organization representing,52,18099,27
96th_general,96th general,52,18099,25
concerning_criminal,concerning criminal,52,18099,52
per_patient,per patient,52,18099,12
prevention_task,prevention task,52,18099,20
certi_fied,certi fied,52,18099,24
housing_programs,housing programs,52,18099,22
individ_ual,individ ual,52,18099,38
stabilization_center,stabilization center,52,18099,17
compulsive_gambling,compulsive gambling,52,18099,14
certificate_registration,certificate registration,52,18099,19
leader_education,leader education,52,18099,11
health_advance,health advance,52,18099,13
state-mandated_local,state-mandated local,51,18440,46
forms_prescribed,forms prescribed,51,18440,29
health_systems,health systems,51,18440,40
services_oversight,services oversight,51,18440,21
intervention_programs,intervention programs,51,18440,27
imminent_threat,imminent threat,51,18440,37
psychologists_licensed,psychologists licensed,51,18440,41
history_summary,history summary,51,18440,13
liability_arising,liability arising,51,18440,27
commission_determines,commission determines,51,18440,30
nearest_facility,nearest facility,51,18440,16
greatest_extent,greatest extent,51,18440,35
also_make,also make,51,18440,50
pete_domenici,pete domenici,51,18440,14
youth_suicide,youth suicide,51,18440,14
electronic_mail,electronic mail,51,18440,33
lgbtq_youth,lgbtq youth,51,18440,23
chief_administrator,chief administrator,51,18440,32
welfare_agency,welfare agency,51,18440,19
parity_compliance,parity compliance,51,18440,23
coordination_services,coordination services,51,18440,20
governor's_office,governor's office,51,18440,33
valid_certificate,valid certificate,51,18440,31
inpatient_facility,inpatient facility,51,18440,20
continued_commitment,continued commitment,51,18440,15
court_record,court record,51,18440,28
currently_valid,currently valid,51,18440,15
drug_dependent,drug dependent,51,18440,24
mentally_disabled,mentally disabled,51,18440,28
prescription_medication,prescription medication,51,18440,30
extracurricular_activities,extracurricular activities,51,18440,13
diem_rate,diem rate,51,18440,14
assistance_recipients,assistance recipients,51,18440,28
mobile_mental,mobile mental,51,18440,10
physician_dentist,physician dentist,51,18440,15
crisis_inter,crisis inter,51,18440,16
partic_ipate,partic ipate,51,18440,23
adult_care,adult care,51,18440,18
local_intellectual,local intellectual,51,18440,15
general_services,general services,50,18798,25
plan_contract,plan contract,50,18798,22
order_granting,order granting,50,18798,13
identification_number,identification number,50,18798,38
emergency_departments,emergency departments,50,18798,37
also_provides,also provides,50,18798,39
foreign_credential,foreign credential,50,18798,14
remedies_available,remedies available,50,18798,32
disability_insurance,disability insurance,50,18798,26
brand_name,brand name,50,18798,13
phone_number,phone number,50,18798,36
another_individual,another individual,50,18798,30
medical_malpractice,medical malpractice,50,18798,14
grant_recipients,grant recipients,50,18798,25
services_facilities,services facilities,50,18798,12
community_stakeholders,community stakeholders,50,18798,42
exceed_percent,exceed percent,50,18798,20
support_team,support team,50,18798,17
price_index,price index,50,18798,24
illness_injury,illness injury,50,18798,24
maximum_extent,maximum extent,50,18798,34
national_certification,national certification,50,18798,22
disorder_awareness,disorder awareness,50,18798,15
home_state's,home state's,50,18798,18
certain_mental,certain mental,50,18798,42
teaching_hospital,teaching hospital,50,18798,17
second_opinion,second opinion,50,18798,18
maintenance_organizations,maintenance organizations,50,18798,27
care_referral,care referral,50,18798,10
national_board,national board,50,18798,21
abuse_impairment,abuse impairment,50,18798,11
making_recommendations,making recommendations,50,18798,33
emergency_management,emergency management,50,18798,30
basic_life,basic life,50,18798,19
american_college,american college,50,18798,29
physicians_licensed,physicians licensed,50,18798,25
safety_officer,safety officer,50,18798,10
market_conduct,market conduct,50,18798,14
temporary_license,temporary license,50,18798,15
multidisciplinary_team,multidisciplinary team,50,18798,11
task_force's,task force's,50,18798,29
commitment_order,commitment order,50,18798,20
every_reasonable,every reasonable,50,18798,16
natural_resources,natural resources,50,18798,27
school_premises,school premises,50,18798,10
medical_schools,medical schools,50,18798,13
practice_physical,practice physical,50,18798,10
onset_neuropsychiatric,onset neuropsychiatric,50,18798,11
monthly_payments,monthly payments,50,18798,18
job_training,job training,50,18798,30
police_training,police training,50,18798,30
amounts_received,amounts received,50,18798,23
supported_housing,supported housing,50,18798,19
lower_level,lower level,50,18798,18
community_emergency,community emergency,50,18798,11
appropriately_licensed,appropriately licensed,50,18798,23
per_resident-day,per resident-day,50,18798,10
non-executive_staff,non-executive staff,50,18798,10
patient_day,patient day,50,18798,10
socio-development_component,socio-development component,50,18798,10
internal_control,internal control,50,18798,12
court_personnel,court personnel,50,18798,13
criminal_legal,criminal legal,50,18798,15
jury_finds,jury finds,50,18798,15
individ_uals,individ uals,50,18798,36
public_need,public need,50,18798,10
adequate_space,adequate space,50,18798,15
disability_authority,disability authority,50,18798,15
psychoactive_chemicals,psychoactive chemicals,50,18798,14
account_created,account created,50,18798,11
training_materials,training materials,49,19186,24
periodic_screening,periodic screening,49,19186,25
reasonably_possible,reasonably possible,49,19186,38
prenatal_care,prenatal care,49,19186,27
implicit_bias,implicit bias,49,19186,17
person_registered,person registered,49,19186,26
diagnosis_prevention,diagnosis prevention,49,19186,16
identity_history,identity history,49,19186,12
personnel_matters,personnel matters,49,19186,26
legal_proceedings,legal proceedings,49,19186,43
supplies_materials,supplies materials,49,19186,23
emergency_basis,emergency basis,49,19186,28
hospital_operated,hospital operated,49,19186,21
disorders_published,disorders published,49,19186,23
person_making,person making,49,19186,35
vocational_training,vocational training,49,19186,29
license_number,license number,49,19186,24
certification_board,certification board,49,19186,20
disease_management,disease management,49,19186,19
person_appears,person appears,49,19186,25
voluntary_admission,voluntary admission,49,19186,23
reasonable_person,reasonable person,49,19186,39
judicial_circuit,judicial circuit,49,19186,16
available_funding,available funding,49,19186,34
armed_services,armed services,49,19186,27
assess_diagnose,assess diagnose,49,19186,18
school_administrators,school administrators,49,19186,35
person_poses,person poses,49,19186,18
insurance_plan,insurance plan,49,19186,30
alleged_violations,alleged violations,49,19186,20
presiding_officer,presiding officer,49,19186,16
pregnant_woman,pregnant woman,49,19186,19
grant_application,grant application,49,19186,24
technical_college,technical college,49,19186,21
programs_designed,programs designed,49,19186,31
education_assistance,education assistance,49,19186,17
lump_sum,lump sum,49,19186,22
sentence_imposed,sentence imposed,49,19186,20
adult_protective,adult protective,49,19186,17
minimum_per,minimum per,49,19186,11
legal_system,legal system,49,19186,21
records_concerning,records concerning,49,19186,25
practice_corporation,practice corporation,49,19186,17
deter_mined,deter mined,49,19186,27
addiction_counselor,addiction counselor,49,19186,14
quarterly_reports,quarterly reports,48,19544,40
due_consideration,due consideration,48,19544,31
care_setting,care setting,48,19544,31
nervous_system,nervous system,48,19544,21
community-based_organization,community-based organization,48,19544,20
psychology_program,psychology program,48,19544,16
matters_specifically,matters specifically,48,19544,30
proposed_rulemaking,proposed rulemaking,48,19544,19
day_services,day services,48,19544,18
remain_confidential,remain confidential,48,19544,32
test_results,test results,48,19544,25
ongoing_basis,ongoing basis,48,19544,37
continued_treatment,continued treatment,48,19544,25
available_funds,available funds,48,19544,20
conditions_set,conditions set,48,19544,37
health_bed,health bed,48,19544,13
specific_facts,specific facts,48,19544,23
develop_mental,develop mental,48,19544,38
supporting_documentation,supporting documentation,48,19544,30
assistance_services,assistance services,48,19544,16
jury_trial,jury trial,48,19544,14
provider_determines,provider determines,48,19544,28
therapy_physical,therapy physical,48,19544,15
crime_victim,crime victim,48,19544,17
constitute_grounds,constitute grounds,48,19544,31
treatment_recommendations,treatment recommendations,48,19544,28
person_charged,person charged,48,19544,29
recent_behavior,recent behavior,48,19544,24
conduct_examinations,conduct examinations,48,19544,25
either_party,either party,48,19544,27
final_judgment,final judgment,48,19544,20
sex_offenses,sex offenses,48,19544,20
agency_person,agency person,48,19544,26
osteopathic_association,osteopathic association,48,19544,23
general_health,general health,48,19544,21
percent_per,percent per,48,19544,11
serious_health,serious health,48,19544,38
annual_tax,annual tax,48,19544,14
ownership_interest,ownership interest,48,19544,18
health_committee,health committee,48,19544,40
dating_violence,dating violence,48,19544,10
offi_cer,offi cer,48,19544,30
activ_ities,activ ities,48,19544,40
victims_crime,victims crime,48,19544,42
next_succeed,next succeed,48,19544,48
area_career,area career,48,19544,38
clinical_psychologists,clinical psychologists,47,19927,33
program_approval,program approval,47,19927,11
medical_provider,medical provider,47,19927,18
early_learning,early learning,47,19927,12
disabilities_education,disabilities education,47,19927,27
rehabilitation_program,rehabilitation program,47,19927,20
unwarranted_invasion,unwarranted invasion,47,19927,32
relief_sought,relief sought,47,19927,33
residential_program,residential program,47,19927,14
shortage_areas,shortage areas,47,19927,22
rural_health,rural health,47,19927,27
injured_person,injured person,47,19927,15
housing_assistance,housing assistance,47,19927,24
care_physicians,care physicians,47,19927,17
clinically_managed,clinically managed,47,19927,12
director_determines,director determines,47,19927,20
email_address,email address,47,19927,15
secondary_schools,secondary schools,47,19927,26
emergency_calls,emergency calls,47,19927,19
de-escalation_techniques,de-escalation techniques,47,19927,24
present_subsections,present subsections,47,19927,29
disorders_fifth,disorders fifth,47,19927,32
acquisition_cost,acquisition cost,47,19927,12
treating_mental,treating mental,47,19927,14
care_surrogate,care surrogate,47,19927,18
criminal_conduct,criminal conduct,47,19927,25
recognized_indian,recognized indian,47,19927,20
optometrist_licensed,optometrist licensed,47,19927,20
community-based_care,community-based care,47,19927,17
active_ingredient,active ingredient,47,19927,13
contact_hours,contact hours,47,19927,21
qualified_applicant,qualified applicant,47,19927,18
conduct_research,conduct research,47,19927,32
program_participant,program participant,47,19927,11
opioid_dependence,opioid dependence,47,19927,25
city_town,city town,47,19927,30
economic_opportunity,economic opportunity,47,19927,21
administrative_officer,administrative officer,47,19927,21
juvenile_probation,juvenile probation,47,19927,19
aftercare_release,aftercare release,47,19927,11
cost-sharing_requirement,cost-sharing requirement,47,19927,23
former_spouse,former spouse,47,19927,19
corporation_organized,corporation organized,47,19927,17
emergency_rulemaking,emergency rulemaking,47,19927,30
acute-onset_neuropsychiatric,acute-onset neuropsychiatric,47,19927,12
podiatric_physician,podiatric physician,47,19927,16
grant_money,grant money,47,19927,20
student_assistance,student assistance,47,19927,20
care_practices,care practices,47,19927,14
psychologist_license,psychologist license,47,19927,15
joint_custody,joint custody,47,19927,41
indi_viduals,indi viduals,47,19927,29
forty-eight_hours,forty-eight hours,47,19927,24
problem_gambling,problem gambling,47,19927,18
disa_bility,disa bility,47,19927,27
sheriff's_department,sheriff's department,47,19927,16
exam_ination,exam ination,47,19927,17
eligi_ble,eligi ble,47,19927,17
phar_macy,phar macy,47,19927,17
hochul_governor,hochul governor,47,19927,47
stat_u.s.c,stat u.s.c,47,19927,18
amending_revising,amending revising,47,19927,47
disorder_specialists,disorder specialists,47,19927,11
constitution_requires,constitution requires,46,20337,46
reimburse_local,reimburse local,46,20337,46
program_yes,program yes,46,20337,46
amend_sections,amend sections,46,20337,43
receive_health,receive health,46,20337,34
national_alliance,national alliance,46,20337,42
emotional_development,emotional development,46,20337,30
clinical_staff,clinical staff,46,20337,33
every_county,every county,46,20337,33
assessment_diagnosis,assessment diagnosis,46,20337,40
services_using,services using,46,20337,32
telecommunication_technologies,telecommunication technologies,46,20337,12
independent_practice,independent practice,46,20337,25
full-time_graduate,full-time graduate,46,20337,14
source_verification,source verification,46,20337,22
goods_services,goods services,46,20337,34
interested_person,interested person,46,20337,37
family_home,family home,46,20337,21
health_practices,health practices,46,20337,27
make_health,make health,46,20337,14
national_institute,national institute,46,20337,33
regional_accrediting,regional accrediting,46,20337,14
existing_data,existing data,46,20337,19
every_health,every health,46,20337,31
qualified_person,qualified person,46,20337,30
performance_measures,performance measures,46,20337,17
commit_suicide,commit suicide,46,20337,30
related_field,related field,46,20337,17
health_housing,health housing,46,20337,15
rehabilitative_services,rehabilitative services,46,20337,40
emergency_situation,emergency situation,46,20337,31
conflict_resolution,conflict resolution,46,20337,15
excessive_use,excessive use,46,20337,30
misdemeanor_offense,misdemeanor offense,46,20337,17
benefit_management,benefit management,46,20337,10
previous_months,previous months,46,20337,32
practice_setting,practice setting,46,20337,19
treatment_court,treatment court,46,20337,19
18th_birthday,18th birthday,46,20337,18
adult_person,adult person,46,20337,11
successor_agency,successor agency,46,20337,36
public_water,public water,46,20337,12
school_grounds,school grounds,46,20337,22
drug_test,drug test,46,20337,19
illness_substance,illness substance,46,20337,20
unlicensed_person,unlicensed person,46,20337,15
prescription_medications,prescription medications,46,20337,30
powers_duties,powers duties,46,20337,24
proposed_legislation,proposed legislation,46,20337,13
current_rate,current rate,46,20337,26
open_meetings,open meetings,46,20337,20
misdemeanor_violation,misdemeanor violation,46,20337,16
adverse_effects,adverse effects,46,20337,24
disabilities_professional,disabilities professional,46,20337,11
potential_victim,potential victim,46,20337,12
agen_cies,agen cies,46,20337,36
intervention_teams,intervention teams,46,20337,16
facili_ties,facili ties,46,20337,32
extending_certain,extending certain,46,20337,12
super_intendent,super intendent,46,20337,17
