feature,phrase,frequency,rank,docfreq
honorable_kathy,honorable kathy,46,20337,46
coca_leaves,coca leaves,46,20337,12
contracts_entered,contracts entered,45,20740,39
reasonable_notice,reasonable notice,45,20740,23
general_election,general election,45,20740,32
detoxification_services,detoxification services,45,20740,28
persons_experiencing,persons experiencing,45,20740,29
older_adult,older adult,45,20740,11
postsecondary_education,postsecondary education,45,20740,21
services_received,services received,45,20740,32
kept_confidential,kept confidential,45,20740,39
persons_employed,persons employed,45,20740,28
physical_disability,physical disability,45,20740,22
agency_determines,agency determines,45,20740,39
psychiatric_facility,psychiatric facility,45,20740,13
credit_card,credit card,45,20740,19
personally_identifiable,personally identifiable,45,20740,33
department_regarding,department regarding,45,20740,30
chief_clerk,chief clerk,45,20740,36
violent_crime,violent crime,45,20740,18
informed_care,informed care,45,20740,18
verified_petition,verified petition,45,20740,24
abuse_counseling,abuse counseling,45,20740,36
care_placement,care placement,45,20740,14
public_private,public private,45,20740,19
addiction_recovery,addiction recovery,45,20740,26
patient_placement,patient placement,45,20740,19
continued_employment,continued employment,45,20740,20
sheriff's_office,sheriff's office,45,20740,14
training_commission,training commission,45,20740,11
related_educational,related educational,45,20740,11
qualified_supervisor,qualified supervisor,45,20740,21
elder_abuse,elder abuse,45,20740,12
took_place,took place,45,20740,31
individual_seeking,individual seeking,45,20740,24
financial_obligation,financial obligation,45,20740,10
associate_license,associate license,45,20740,10
general_anesthesia,general anesthesia,45,20740,18
national_certifying,national certifying,45,20740,11
existing_public,existing public,45,20740,29
security_guard,security guard,45,20740,14
violent_predator,violent predator,45,20740,10
certified_registered,certified registered,45,20740,28
enforcement_officials,enforcement officials,45,20740,29
every_patient,every patient,45,20740,11
health_supports,health supports,45,20740,30
whose_conduct,whose conduct,45,20740,11
job_placement,job placement,45,20740,27
reduction_services,reduction services,45,20740,17
pre-exposure_prophylaxis,pre-exposure prophylaxis,45,20740,18
corporal_punishment,corporal punishment,45,20740,13
head_start,head start,45,20740,15
chief_administrative,chief administrative,45,20740,20
open_court,open court,45,20740,20
minimum_wage,minimum wage,45,20740,19
incorporated_town,incorporated town,45,20740,21
license_holder's,license holder's,45,20740,20
additional_education,additional education,45,20740,15
assistant_registered,assistant registered,45,20740,19
program_advisory,program advisory,45,20740,17
veterans_assistance,veterans assistance,45,20740,11
diagno_sis,diagno sis,45,20740,17
compli_ance,compli ance,45,20740,23
thirty-six_months,thirty-six months,45,20740,20
134th_general,134th general,45,20740,37
mutually_agreed,mutually agreed,44,21164,25
involuntarily_detained,involuntarily detained,44,21164,11
early_mental,early mental,44,21164,19
public_community,public community,44,21164,21
team_members,team members,44,21164,13
reports_prepared,reports prepared,44,21164,40
person_knows,person knows,44,21164,24
age_inclusive,age inclusive,44,21164,27
second_leading,second leading,44,21164,42
services_system,services system,44,21164,19
emotional_distress,emotional distress,44,21164,19
health_nurse,health nurse,44,21164,14
urgent_care,urgent care,44,21164,26
individuals_served,individuals served,44,21164,32
protected_health,protected health,44,21164,24
emergency_situations,emergency situations,44,21164,25
actively_participate,actively participate,44,21164,15
satisfactory_completion,satisfactory completion,44,21164,19
public_hospital,public hospital,44,21164,17
human_service,human service,44,21164,15
reasons_therefor,reasons therefor,44,21164,32
supplemental_rebates,supplemental rebates,44,21164,10
health_drugs,health drugs,44,21164,13
transfer_evaluation,transfer evaluation,44,21164,10
pilot_programs,pilot programs,44,21164,20
transport_company,transport company,44,21164,10
outpatient_evaluation,outpatient evaluation,44,21164,19
evidence_presented,evidence presented,44,21164,25
funded_licensed,funded licensed,44,21164,10
early_release,early release,44,21164,16
mental_capacity,mental capacity,44,21164,27
examination_fee,examination fee,44,21164,12
agency_facility,agency facility,44,21164,10
psychotropic_medications,psychotropic medications,44,21164,17
school_principal,school principal,44,21164,15
legal_proceeding,legal proceeding,44,21164,25
providers_licensed,providers licensed,44,21164,26
behavioral_healthcare,behavioral healthcare,44,21164,19
health_specialist,health specialist,44,21164,15
group_practice,group practice,44,21164,17
regarding_suicide,regarding suicide,44,21164,33
services_committee,services committee,44,21164,25
total_cost,total cost,44,21164,27
individuals_licensed,individuals licensed,44,21164,21
coast_guard,coast guard,44,21164,24
lifetime_limit,lifetime limit,44,21164,12
parental_responsibilities,parental responsibilities,44,21164,10
laboratory_fund,laboratory fund,44,21164,11
household_members,household members,44,21164,14
permit_holder,permit holder,44,21164,11
policy_adopted,policy adopted,44,21164,23
offender_treatment,offender treatment,44,21164,20
health_home,health home,44,21164,25
serial_number,serial number,44,21164,16
higher_degree,higher degree,44,21164,16
family_violence,family violence,44,21164,10
outpa_tient,outpa tient,44,21164,26
comprehensive_coverage,comprehensive coverage,44,21164,12
addictive_disorder,addictive disorder,44,21164,13
minor_misdemeanor,minor misdemeanor,44,21164,10
average_daily,average daily,43,21593,21
prevention_treatment,prevention treatment,43,21593,27
involving_moral,involving moral,43,21593,16
requiring_facilities,requiring facilities,43,21593,10
decision_regarding,decision regarding,43,21593,28
improve_access,improve access,43,21593,37
person_appointed,person appointed,43,21593,35
elementary_school,elementary school,43,21593,23
suicide_rate,suicide rate,43,21593,35
serious_emotional,serious emotional,43,21593,14
provides_health,provides health,43,21593,34
public_access,public access,43,21593,27
significant_investigative,significant investigative,43,21593,19
rights_privileges,rights privileges,43,21593,30
psychiatric_inpatient,psychiatric inpatient,43,21593,28
services_health,services health,43,21593,35
program_certified,program certified,43,21593,22
psychiatric_mental,psychiatric mental,43,21593,26
community_engagement,community engagement,43,21593,19
interest_earned,interest earned,43,21593,35
adolescent_mental,adolescent mental,43,21593,19
readily_accessible,readily accessible,43,21593,27
applied_toward,applied toward,43,21593,18
coordinated_specialty,coordinated specialty,43,21593,12
representatives_appointed,representatives appointed,43,21593,30
pervasive_developmental,pervasive developmental,43,21593,13
treatment_criteria,treatment criteria,43,21593,10
religion_sex,religion sex,43,21593,11
stand_repealed,stand repealed,43,21593,30
children's_health,children's health,43,21593,34
correctional_probation,correctional probation,43,21593,11
assist_individuals,assist individuals,43,21593,35
reference_thereto,reference thereto,43,21593,16
detention_facilities,detention facilities,43,21593,19
facility_administrator,facility administrator,43,21593,18
refusal_poses,refusal poses,43,21593,16
proportionate_share,proportionate share,43,21593,22
misdemeanor_involving,misdemeanor involving,43,21593,12
minor_children,minor children,43,21593,11
desig_nated,desig nated,43,21593,23
patient's_health,patient's health,43,21593,26
water_systems,water systems,43,21593,10
judicial_proceeding,judicial proceeding,43,21593,26
promote_public,promote public,43,21593,32
make_reasonable,make reasonable,43,21593,28
conclusions_recommendations,conclusions recommendations,43,21593,23
association_representing,association representing,43,21593,16
cook_county,cook county,43,21593,20
associations_representing,associations representing,43,21593,29
estate_appraiser,estate appraiser,43,21593,13
work_services,work services,43,21593,17
outpatient_visits,outpatient visits,43,21593,19
intimate_partner,intimate partner,43,21593,18
services_care,services care,43,21593,23
financial_institutions,financial institutions,43,21593,15
tax_levied,tax levied,43,21593,18
equiv_alent,equiv alent,43,21593,17
imme_diately,imme diately,43,21593,29
professionals_board,professionals board,43,21593,13
maintain_adequate,maintain adequate,43,21593,17
stabilization_facilities,stabilization facilities,43,21593,13
services_existing,services existing,42,22051,36
adopt_policies,adopt policies,42,22051,36
reasonably_anticipated,reasonably anticipated,42,22051,32
disciplinary_actions,disciplinary actions,42,22051,27
treating_provider,treating provider,42,22051,19
publicly_funded,publicly funded,42,22051,23
private_insurance,private insurance,42,22051,32
qualified_professionals,qualified professionals,42,22051,23
clearly_unwarranted,clearly unwarranted,42,22051,31
records_compiled,records compiled,42,22051,30
surplus_funds,surplus funds,42,22051,22
establish_additional,establish additional,42,22051,29
licensed_public,licensed public,42,22051,27
damage_loss,damage loss,42,22051,23
loss_injury,loss injury,42,22051,23
minority_leaders,minority leaders,42,22051,35
violent_felony,violent felony,42,22051,23
qualified_applicants,qualified applicants,42,22051,19
care_health,care health,42,22051,30
willing_able,willing able,42,22051,12
interdisciplinary_team,interdisciplinary team,42,22051,23
crisis_line,crisis line,42,22051,26
licensed_behavioral,licensed behavioral,42,22051,19
delivered_via,delivered via,42,22051,10
meet_certain,meet certain,42,22051,40
agency_recognized,agency recognized,42,22051,10
regular_basis,regular basis,42,22051,36
stabilization_units,stabilization units,42,22051,23
single_county,single county,42,22051,14
person_acting,person acting,42,22051,21
bisexual_transgender,bisexual transgender,42,22051,29
secondary_education,secondary education,42,22051,21
indian_tribes,indian tribes,42,22051,21
meet_criteria,meet criteria,42,22051,25
clinical_judgment,clinical judgment,42,22051,24
commonly_referred,commonly referred,42,22051,22
professional_health,professional health,42,22051,12
hearing_held,hearing held,42,22051,16
chief_financial,chief financial,42,22051,26
sexual_activity,sexual activity,42,22051,15
crime_scene,crime scene,42,22051,10
successfully_passed,successfully passed,42,22051,17
physical_therapists,physical therapists,42,22051,17
staff_support,staff support,42,22051,31
counselor_school,counselor school,42,22051,32
specialized_services,specialized services,42,22051,18
