feature,phrase,frequency,rank,docfreq
autism_spectrum_disorder,autism spectrum disorder,59,12263,21
sickle_cell_disease,sickle cell disease,59,12263,7
personal_care_services,personal care services,59,12263,16
county_veterans_service,county veterans service,59,12263,5
executive_director_employee,executive director employee,58,12523,23
good_faith_effort,good faith effort,58,12523,35
behavioral_health_support,behavioral health support,58,12523,10
firearm_concealed_carry,firearm concealed carry,58,12523,21
religion_national_origin,religion national origin,58,12523,9
front-line_supervisors_qualified,front-line supervisors qualified,58,12523,14
supervisors_qualified_intellectual,supervisors qualified intellectual,58,12523,14
addiction_treatment_center,addiction treatment center,58,12523,5
relevant_waiver_amendment,relevant waiver amendment,58,12523,12
peace_officer_training,peace officer training,58,12523,8
home_health_agencies,home health agencies,58,12523,12
behavioral_health_programs,behavioral health programs,57,12775,31
adult_mental_health,adult mental health,57,12775,14
mental_health_clinician,mental health clinician,57,12775,11
property_real_personal,property real personal,57,12775,23
lesbian_gay_bisexual,lesbian gay bisexual,57,12775,41
registered_nurse_licensed,registered nurse licensed,57,12775,38
state's_psychology_regulatory,state's psychology regulatory,57,12775,9
co-occurring_mental_health,co-occurring mental health,57,12775,47
task_force_members,task force members,57,12775,38
community-integrated_living_arrangements,community-integrated living arrangements,57,12775,21
mental_health_office,mental health office,57,12775,25
disorder_treatment_programs,disorder treatment programs,57,12775,24
peer_reviewed_clinical,peer reviewed clinical,57,12775,6
restrictive_alternative_order,restrictive alternative order,57,12775,13
health_insurance_policies,health insurance policies,56,13055,28
emergency_medical_technicians,emergency medical technicians,56,13055,31
health_treatment_provider,health treatment provider,56,13055,8
prescribe_controlled_substances,prescribe controlled substances,56,13055,23
national_origin_ancestry,national origin ancestry,56,13055,8
public_health_services,public health services,56,13055,19
support_persons_aides,support persons aides,56,13055,10
intellectual_disabilities_professionals,intellectual disabilities professionals,56,13055,16
licensed_firearms_dealer,licensed firearms dealer,56,13055,17
health_care_workers,health care workers,56,13055,20
providers_serving_persons,providers serving persons,56,13055,12
status_sex_disability,status sex disability,56,13055,10
community_support_services,community support services,56,13055,18
independent_social_worker,independent social worker,56,13055,11
distillate_form_possession,distillate form possession,56,13055,5
continuing_education_courses,continuing education courses,55,13378,24
money_equipment_supplies,money equipment supplies,55,13378,22
certified_substance_use,certified substance use,55,13378,15
civil_regional_counsel,civil regional counsel,55,13378,9
loan_repayment_assistance,loan repayment assistance,55,13378,19
breast_cancer_treatment,breast cancer treatment,55,13378,11
direct_support_personnel,direct support personnel,55,13378,11
local_governmental_units,local governmental units,55,13378,31
alcoholic_beverage_control,alcoholic beverage control,55,13378,11
inpatient_hospital_care,inpatient hospital care,55,13378,14
university_faculty_practice,university faculty practice,55,13378,17
school_health_services,school health services,55,13378,27
nurse_specialist_certified,nurse specialist certified,55,13378,8
public_children_services,public children services,55,13378,6
open-enrollment_charter_school,open-enrollment charter school,55,13378,17
suicide_prevention_services,suicide prevention services,54,13696,37
mental_health_education,mental health education,54,13696,18
certified_peer_specialist,certified peer specialist,54,13696,13
grievous_bodily_harm,grievous bodily harm,54,13696,9
substance_abuse_impaired,substance abuse impaired,54,13696,12
physical_therapist_assistants,physical therapist assistants,54,13696,15
regarding_mental_health,regarding mental health,54,13696,42
nursing_home_administrator,nursing home administrator,54,13696,12
maternal_health_care,maternal health care,54,13696,19
disabilities_professionals_nurses,disabilities professionals nurses,54,13696,14
chronically_mentally_ill,chronically mentally ill,54,13696,6
child_day_care,child day care,53,14043,18
professional_shortage_area,professional shortage area,53,14043,28
united_states_government,united states government,53,14043,29
provincial_psychology_boards,provincial psychology boards,53,14043,20
medical_necessity_criteria,medical necessity criteria,53,14043,16
domenici_mental_health,domenici mental health,53,14043,14
workforce_development_board,workforce development board,53,14043,5
regional_behavioral_health,regional behavioral health,53,14043,13
suicide_prevention_efforts,suicide prevention efforts,53,14043,24
practice_registered_nurses,practice registered nurses,53,14043,29
local_sales_tax,local sales tax,53,14043,6
real_property_comprising,real property comprising,53,14043,7
services_pilot_program,services pilot program,53,14043,18
abuse_use_disorder,abuse use disorder,53,14043,13
substance_abuse_counselor,substance abuse counselor,53,14043,17
mental_health_month,mental health month,53,14043,16
direct_patient_care,direct patient care,52,14350,16
health_care_coverage,health care coverage,52,14350,37
pupil_mental_health,pupil mental health,52,14350,17
health_mental_health,health mental health,52,14350,46
contains_costs_mandated,contains costs mandated,52,14350,26
great_bodily_harm,great bodily harm,52,14350,32
credential_evaluation_service,credential evaluation service,52,14350,14
peer_support_specialists,peer support specialists,52,14350,14
court-ordered_involuntary_treatment,court-ordered involuntary treatment,52,14350,9
less_restrictive_alternatives,less restrictive alternatives,52,14350,21
practice_mental_health,practice mental health,52,14350,17
probable_cause_hearing,probable cause hearing,52,14350,9
per_service_unit,per service unit,52,14350,6
suicide_prevention_task,suicide prevention task,52,14350,20
prevention_task_force,prevention task force,52,14350,20
felony_drug_abuse,felony drug abuse,52,14350,7
mental_health_advance,mental health advance,52,14350,13
physician_assistant_working,physician assistant working,52,14350,9
state-mandated_local_program,state-mandated local program,51,14704,46
american_medical_association,american medical association,51,14704,31
mental_health_assistance,mental health assistance,51,14704,19
officer_executive_director,officer executive director,51,14704,20
psychologist_licensed_clinical,psychologist licensed clinical,51,14704,22
pete_domenici_mental,pete domenici mental,51,14704,14
receiving_mental_health,receiving mental health,51,14704,36
early_intervention_program,early intervention program,51,14704,10
health_care_programs,health care programs,51,14704,16
primary_care_provider,primary care provider,51,14704,25
mental_health_institute,mental health institute,51,14704,17
licensed_speech-language_pathologist,licensed speech-language pathologist,51,14704,11
per_diem_rate,per diem rate,51,14704,14
certified_public_accountant,certified public accountant,51,14704,17
long-term_care_provider,long-term care provider,51,14704,5
hours_per_week,hours per week,51,14704,26
crisis_inter_vention,crisis inter vention,51,14704,16
response_crisis_teams,response crisis teams,51,14704,6
health_services_oversight,health services oversight,50,15063,20
foreign_credential_evaluation,foreign credential evaluation,50,15063,14
health_service_delivery,health service delivery,50,15063,26
consumer_price_index,consumer price index,50,15063,24
substance_abuse_problems,substance abuse problems,50,15063,21
outpatient_treatment_program,outpatient treatment program,50,15063,17
services_substance_use,services substance use,50,15063,34
health_maintenance_organizations,health maintenance organizations,50,15063,27
substance_abuse_impairment,substance abuse impairment,50,15063,11
child_welfare_agency,child welfare agency,50,15063,18
patient’s_clinical_record,patient’s clinical record,50,15063,9
pediatric_acute_onset,pediatric acute onset,50,15063,11
