feature,phrase,frequency,rank,docfreq
diverse_patient_population,diverse patient population,15,64078,15
supervised_clinical_practicum,supervised clinical practicum,15,64078,14
includes_specific_facts,includes specific facts,15,64078,15
parent_legal_guardian,parent legal guardian,15,64078,11
accounts_papers_records,accounts papers records,15,64078,6
defining_terms_requiring,defining terms requiring,15,64078,13
criminal_history_check,criminal history check,15,64078,8
care_financing_administration,care financing administration,15,64078,15
toll-free_telephone_number,toll-free telephone number,15,64078,13
certified_nurse_midwives,certified nurse midwives,15,64078,6
valid_active_license,valid active license,15,64078,6
mental_nervous_emotional,mental nervous emotional,15,64078,9
district_school_boards,district school boards,15,64078,5
certain_health_care,certain health care,15,64078,12
health_services_plan,health services plan,15,64078,14
officer_director_trustee,officer director trustee,15,64078,5
additional_mental_health,additional mental health,15,64078,8
criminal_justice_agencies,criminal justice agencies,15,64078,8
investigation_record_search,investigation record search,15,64078,13
publicly_accessible_platform,publicly accessible platform,15,64078,7
attending_health_care,attending health care,15,64078,5
participating_health_care,participating health care,15,64078,10
primary_care_specialty,primary care specialty,15,64078,11
registered_nurse_anesthetist,registered nurse anesthetist,15,64078,8
history_records_check,history records check,15,64078,8
national_provider_identifier,national provider identifier,15,64078,14
governor_lieutenant_governor,governor lieutenant governor,15,64078,13
justice_coordinating_council,justice coordinating council,15,64078,7
licensed_physician_licensed,licensed physician licensed,15,64078,14
exclusive_original_jurisdiction,exclusive original jurisdiction,15,64078,7
occupational_therapy_assistants,occupational therapy assistants,15,64078,7
coping_social_support,coping social support,15,64078,11
address_unlawful_conduct,address unlawful conduct,15,64078,11
unsafe_sexual_practices,unsafe sexual practices,15,64078,11
grade_point_average,grade point average,15,64078,10
alternative_mental_health,alternative mental health,15,64078,5
person's_behavioral_health,person's behavioral health,15,64078,9
sexually_transmitted_infections,sexually transmitted infections,15,64078,15
whose_parent_guardian,whose parent guardian,15,64078,10
juvenile_court_hearing,juvenile court hearing,15,64078,10
next_business_day,next business day,15,64078,6
spouse_domestic_partner,spouse domestic partner,15,64078,9
pilot_program_compared,pilot program compared,15,64078,15
home_health_services,home health services,15,64078,14
medication_product_administration,medication product administration,15,64078,11
product_administration_devices,product administration devices,15,64078,11
sexually_transmitted_infection,sexually transmitted infection,15,64078,14
overdose_prevention_program,overdose prevention program,15,64078,10
comprehensive_health_education,comprehensive health education,15,64078,7
insurance_coverage_offered,insurance coverage offered,15,64078,8
managed_high-intensity_residential,managed high-intensity residential,15,64078,9
medical_services_agency,medical services agency,15,64078,9
worker_social_worker,worker social worker,15,64078,7
medical_technician_emt,medical technician emt,15,64078,5
episode_psychosis_treatment,episode psychosis treatment,15,64078,7
school_psychological_services,school psychological services,15,64078,8
monitoring_program_data,monitoring program data,15,64078,5
price_index-u_rates,price index-u rates,15,64078,6
consumers_united_states,consumers united states,15,64078,6
united_states_city,united states city,15,64078,6
states_city_average,states city average,15,64078,6
child_welfare_systems,child welfare systems,15,64078,9
pell_grant_program,pell grant program,15,64078,7
medical_assistance_payments,medical assistance payments,15,64078,5
human_services_substance,human services substance,15,64078,6
student_assistance_program,student assistance program,15,64078,7
issues_student_identification,issues student identification,15,64078,5
substance_use_mental,substance use mental,15,64078,8
individuals_couples_families,individuals couples families,15,64078,9
group_counseling_assistance,group counseling assistance,15,64078,5
psychologist_school_social,psychologist school social,15,64078,15
alcoholism_alcohol_abuse,alcoholism alcohol abuse,15,64078,15
alcohol_abuse_substance,alcohol abuse substance,15,64078,15
abuse_substance_abuse,abuse substance abuse,15,64078,15
substance_abuse_substance,substance abuse substance,15,64078,15
abuse_substance_dependence,abuse substance dependence,15,64078,15
correc_tional_facility,correc tional facility,15,64078,13
care_treatment_rehabilitation,care treatment rehabilitation,15,64078,11
developmental_disabilities_office,developmental disabilities office,15,64078,13
contin_uing_education,contin uing education,15,64078,7
black_youth_suicide,black youth suicide,15,64078,5
determine_potential_reasons,determine potential reasons,15,64078,15
change_sexual_orientation,change sexual orientation,15,64078,10
health_profes_sional,health profes sional,15,64078,11
physician_dentist_veterinarian,physician dentist veterinarian,15,64078,7
emotional_behavioral_developmental,emotional behavioral developmental,15,64078,7
duly_licensed_physician,duly licensed physician,15,64078,10
criminal_unlawful_possession,criminal unlawful possession,15,64078,5
marine_corps_air,marine corps air,15,64078,9
corps_air_force,corps air force,15,64078,9
duly_licensed_professional,duly licensed professional,15,64078,5
controlled_substance_treatment,controlled substance treatment,15,64078,5
principal's_immediate_release,principal's immediate release,15,64078,5
controlled_substance_evaluation,controlled substance evaluation,15,64078,5
treatment_recommendations_record,treatment recommendations record,15,64078,5
states_census_bureau,states census bureau,15,64078,5
education_courses_programs,education courses programs,15,64078,8
greater_public_awareness,greater public awareness,15,64078,15
severe_mental_disability,severe mental disability,15,64078,5
nurses_credentialing_center,nurses credentialing center,15,64078,6
township_municipal_corporation,township municipal corporation,15,64078,11
permit_certificate_registration,permit certificate registration,15,64078,8
estate_appraiser_certificate,estate appraiser certificate,15,64078,8
marihuana_1-pentyl-3_1-naphthoyl,marihuana 1-pentyl-3 1-naphthoyl,15,64078,5
1-pentyl-3_1-naphthoyl_indole,1-pentyl-3 1-naphthoyl indole,15,64078,5
1-naphthoyl_indole_morpholinyl,1-naphthoyl indole morpholinyl,15,64078,5
indole_morpholinyl_ethyl,indole morpholinyl ethyl,15,64078,5
morpholinyl_ethyl_1-naphthoyl,morpholinyl ethyl 1-naphthoyl,15,64078,5
school_corrupting_another,school corrupting another,15,64078,5
third_degree_posts,third degree posts,15,64078,7
degree_posts_bail,degree posts bail,15,64078,7
race_religion_color,race religion color,15,64078,5
business_trust_estate,business trust estate,15,64078,8
dangerous_drugs_license,dangerous drugs license,15,64078,6
patient's_personal_representative,patient's personal representative,15,64078,7
drug_therapy_related,drug therapy related,15,64078,5
therapy_related_devices,therapy related devices,15,64078,5
books_accounts_papers,books accounts papers,15,64078,5
evaluative_psychological_services,evaluative psychological services,15,64078,5
call_center_staff,call center staff,15,64078,5
later_edition_adopted,later edition adopted,15,64078,7
mental_retardation_authority,mental retardation authority,15,64078,5
forensic_mental_examination,forensic mental examination,15,64078,5
child_meets_criteria,child meets criteria,15,64078,5
services_commission_department,services commission department,15,64078,5
services_civil_commitment,services civil commitment,15,64078,5
juvenile_court_initiates,juvenile court initiates,15,64078,5
parent's_managing_conservator's,parent's managing conservator's,15,64078,5
dispense_conduct_research,dispense conduct research,15,64078,7
behavioral_health_executive,behavioral health executive,15,64078,7
health_executive_council,health executive council,15,64078,7
developmental_disability_expert,developmental disability expert,15,64078,8
existing_public_institutions,existing public institutions,15,64078,15
quality_assurance_processes,quality assurance processes,15,64078,10
frequent_crisis_system,frequent crisis system,15,64078,10
crisis_system_utilization,crisis system utilization,15,64078,10
behavioral_health_accrediting,behavioral health accrediting,15,64078,9
job_placement_assistance,job placement assistance,15,64078,7
useable_marijuana_marijuana,useable marijuana marijuana,15,64078,5
services_organization_managed,services organization managed,15,64078,5
organization_managed_care,organization managed care,15,64078,5
use_disorder_behavioral,use disorder behavioral,15,64078,6
terms_crisis_stabilization,terms crisis stabilization,15,64078,6
public_safety_presented,public safety presented,15,64078,7
criminal_conviction_imminent,criminal conviction imminent,15,64078,6
violent_acts_medical,violent acts medical,15,64078,6
acts_medical_clearance,acts medical clearance,15,64078,6
nurse_practitioner_psychiatric,nurse practitioner psychiatric,15,64078,6
practitioner_psychiatric_nurse,practitioner psychiatric nurse,15,64078,6
health_nursing_psychiatrist,health nursing psychiatrist,15,64078,6
forward_technology_store,forward technology store,15,64078,6
granting_rule-making_authority,granting rule-making authority,15,64078,15
shelton_sinicki_snodgrass,shelton sinicki snodgrass,15,64078,15
qualified_low-income_individuals,qualified low-income individuals,14,68740,14
low-income_individuals_receive,low-income individuals receive,14,68740,14
individuals_receive_health,individuals receive health,14,68740,14
mental_health_existing,mental health existing,14,68740,14
pupil_health_legislative,pupil health legislative,14,68740,14
patient’s_health_care,patient’s health care,14,68740,5
care_delivery_system,care delivery system,14,68740,10
mental_health_stigma,mental health stigma,14,68740,13
services_behavioral_health,services behavioral health,14,68740,14
health_services_via,health services via,14,68740,5
continuing_education_course,continuing education course,14,68740,10
covered_services_received,covered services received,14,68740,6
local_health_officer,local health officer,14,68740,6
licensed_individuals_notifies,licensed individuals notifies,14,68740,7
licensed_individual_requires,licensed individual requires,14,68740,7
coordinated_database_administrator,coordinated database administrator,14,68740,12
executive_director_executive,executive director executive,14,68740,14
director_executive_secretary,director executive secretary,14,68740,14
closed_non-public_meeting,closed non-public meeting,14,68740,8
advisory_committees_comprised,advisory committees comprised,14,68740,14
key_school_personnel,key school personnel,14,68740,6
available_alternative_services,available alternative services,14,68740,14
services_skilled_nursing,services skilled nursing,14,68740,14
award_competitive_grants,award competitive grants,14,68740,6
best_practices_guidelines,best practices guidelines,14,68740,11
rural_health_clinic,rural health clinic,14,68740,10
regional_accrediting_agency,regional accrediting agency,14,68740,10
social_services_agencies,social services agencies,14,68740,10
treatment_facility_licensed,treatment facility licensed,14,68740,8
school-employed_mental_health,school-employed mental health,14,68740,12
generally_accepted_accounting,generally accepted accounting,14,68740,7
experience_mental_illness,experience mental illness,14,68740,14
public_health_problem,public health problem,14,68740,14
attention_deficit_hyperactivity,attention deficit hyperactivity,14,68740,12
outpatient_treatment_order,outpatient treatment order,14,68740,9
use_disorder_mental,use disorder mental,14,68740,8
use_disorder_residential,use disorder residential,14,68740,7
primary_care_practitioners,primary care practitioners,14,68740,5
junior_high_school,junior high school,14,68740,12
psychiatry_psychology_clinical,psychiatry psychology clinical,14,68740,9
psychology_clinical_sociology,psychology clinical sociology,14,68740,9
relevant_clinical_specialty,relevant clinical specialty,14,68740,8
anorexia_nervosa_bulimia,anorexia nervosa bulimia,14,68740,14
nervosa_bulimia_nervosa,nervosa bulimia nervosa,14,68740,14
sovereign_immunity_membership,sovereign immunity membership,14,68740,14
commission's_personnel_policies,commission's personnel policies,14,68740,12
commission_qualified_immunity,commission qualified immunity,14,68740,14
name_licensure_status,name licensure status,14,68740,7
system_improvement_grants,system improvement grants,14,68740,6
behavioral_health_organization,behavioral health organization,14,68740,6
national_average_drug,national average drug,14,68740,8
national_best_practices,national best practices,14,68740,12
clinical_experience_sufficient,clinical experience sufficient,14,68740,14
care_practitioner_licensed,care practitioner licensed,14,68740,10
similar_national_organization,similar national organization,14,68740,7
education_located_outside,education located outside,14,68740,8
applicant_graduated_maintained,applicant graduated maintained,14,68740,8
training_substantially_equivalent,training substantially equivalent,14,68740,8
higher_education_officially,higher education officially,14,68740,8
education_officially_recognized,education officially recognized,14,68740,8
restrictive_treatment_alternatives,restrictive treatment alternatives,14,68740,12
unit_juvenile_addictions,unit juvenile addictions,14,68740,6
juvenile_addictions_receiving,juvenile addictions receiving,14,68740,6
involuntary_treatment_hearing,involuntary treatment hearing,14,68740,6
managed_medical_assistance,managed medical assistance,14,68740,12
directly_related_thereto,directly related thereto,14,68740,9
valid_united_states,valid united states,14,68740,13
veterans_affairs_medical,veterans affairs medical,14,68740,6
public_health_programs,public health programs,14,68740,12
behavioral_disorders_alcoholism,behavioral disorders alcoholism,14,68740,5
patient's_health_care,patient's health care,14,68740,14
social_worker_license,social worker license,14,68740,10
behavioral_health_organizations,behavioral health organizations,14,68740,6
covid-19_mental_health,covid-19 mental health,14,68740,6
life_skills_training,life skills training,14,68740,9
behavior_toward_self,behavior toward self,14,68740,13
making_licensure_decisions,making licensure decisions,14,68740,12
united_states_social,united states social,14,68740,13
states_social_security,states social security,14,68740,13
work_release_program,work release program,14,68740,8
practice_registered_nursing,practice registered nursing,14,68740,7
received_adjudication_deferred,received adjudication deferred,14,68740,7
respective_medical_practice,respective medical practice,14,68740,7
organization's_international_classification,organization's international classification,14,68740,7
mental_health_risks,mental health risks,14,68740,6
health_resources_available,health resources available,14,68740,10
woman_gives_birth,woman gives birth,14,68740,5
care_professionals_licensed,care professionals licensed,14,68740,11
harm_reduction_treatment,harm reduction treatment,14,68740,14
care_workforce_scholarship,care workforce scholarship,14,68740,6
workforce_scholarship_program,workforce scholarship program,14,68740,6
health_facilities_planning,health facilities planning,14,68740,9
interim_crisis_intervention,interim crisis intervention,14,68740,9
temporary_protective_custody,temporary protective custody,14,68740,8
capable_adult_relative,capable adult relative,14,68740,7
facility_mental_health,facility mental health,14,68740,14
patient_care_services,patient care services,14,68740,6
peer_recovery_specialists,peer recovery specialists,14,68740,11
intact_family_services,intact family services,14,68740,5
department_child_welfare,department child welfare,14,68740,6
medicaid_fee-for-service_program,medicaid fee-for-service program,14,68740,8
obtain_mental_health,obtain mental health,14,68740,10
fifth_edition_dsm-5,fifth edition dsm-5,14,68740,8
commercial_insurance_rates,commercial insurance rates,14,68740,6
christian_science_practitioner,christian science practitioner,14,68740,10
criminal_proceedings_arising,criminal proceedings arising,14,68740,14
occult_breast_cancer,occult breast cancer,14,68740,13
intervals_considered_medically,intervals considered medically,14,68740,13
breast_cancer_positive,breast cancer positive,14,68740,13
cancer_positive_genetic,cancer positive genetic,14,68740,13
positive_genetic_testing,positive genetic testing,14,68740,13
comprehensive_ultrasound_screening,comprehensive ultrasound screening,14,68740,13
mammogram_demonstrates_heterogeneous,mammogram demonstrates heterogeneous,14,68740,13
dense_breast_tissue,dense breast tissue,14,68740,13
mammogram_obtained_using,mammogram obtained using,14,68740,13
obtained_using_diagnostic,obtained using diagnostic,14,68740,13
using_diagnostic_mammography,using diagnostic mammography,14,68740,13
diagnostic_mammography_diagnostic,diagnostic mammography diagnostic,14,68740,13
mammography_diagnostic_mammography,mammography diagnostic mammography,14,68740,13
breast_low-dose_mammography,breast low-dose mammography,14,68740,13
breast_using_equipment,breast using equipment,14,68740,13
using_equipment_dedicated,using equipment dedicated,14,68740,13
equipment_dedicated_specifically,equipment dedicated specifically,14,68740,13
x-ray_tube_filter,x-ray tube filter,14,68740,13
tube_filter_compression,tube filter compression,14,68740,13
filter_compression_device,filter compression device,14,68740,13
average_radiation_exposure,average radiation exposure,14,68740,13
radiation_exposure_delivery,radiation exposure delivery,14,68740,13
rad_per_breast,rad per breast,14,68740,13
average_size_breast,average size breast,14,68740,13
also_includes_digital,also includes digital,14,68740,13
includes_digital_mammography,includes digital mammography,14,68740,13
establish_policies_procedures,establish policies procedures,14,68740,14
health_care_settings,health care settings,14,68740,13
government_report_distribution,government report distribution,14,68740,14
report_distribution_center,report distribution center,14,68740,14
addiction_medicine_levels,addiction medicine levels,14,68740,8
pro_rata_share,pro rata share,14,68740,14
substance_use_providers,substance use providers,14,68740,8
child_support_obligations,child support obligations,14,68740,5
reasonable_expenses_incurred,reasonable expenses incurred,14,68740,12
use_disorder_program,use disorder program,14,68740,12
next_court_day,next court day,14,68740,8
11-1.20_11-1.30_11-1.40,11-1.20 11-1.30 11-1.40,14,68740,7
11-1.30_11-1.40_11-1.50,11-1.30 11-1.40 11-1.50,14,68740,8
11-1.40_11-1.50_11-1.60,11-1.40 11-1.50 11-1.60,14,68740,8
ligas_consent_decree,ligas consent decree,14,68740,8
child's_best_interest,child's best interest,14,68740,6
health_education_program,health education program,14,68740,5
mental_health_symptoms,mental health symptoms,14,68740,9
sexual_assault_aggravated,sexual assault aggravated,14,68740,11
medical_care_facilities,medical care facilities,14,68740,5
aide_base_wages,aide base wages,14,68740,8
12-13_12-14_12-14.1,12-13 12-14 12-14.1,14,68740,7
school_district's_policies,school district's policies,14,68740,7
education_student_assistance,education student assistance,14,68740,8
state's_attorney's_office,state's attorney's office,14,68740,7
post_traumatic_stress,post traumatic stress,14,68740,12
traumatic_stress_disorder,traumatic stress disorder,14,68740,12
employing_school_district,employing school district,14,68740,10
organizations_behavioral_health,organizations behavioral health,14,68740,11
behavioral_health_settings,behavioral health settings,14,68740,6
individual's_medical_record,individual's medical record,14,68740,6
completed_course_work,completed course work,14,68740,8
prevention_suicide_prevention,prevention suicide prevention,14,68740,12
civil_penalty_imposed,civil penalty imposed,14,68740,8
mental_health_addiction,mental health addiction,14,68740,5
training_program_advisory,training program advisory,14,68740,10
substance_abuse_crises,substance abuse crises,14,68740,14
transition_services_program,transition services program,14,68740,6
surgery_lasers_ionizing,surgery lasers ionizing,14,68740,6
lasers_ionizing_radiation,lasers ionizing radiation,14,68740,6
physician's_assistant_registered,physician's assistant registered,14,68740,8
rape_crisis_counselors,rape crisis counselors,14,68740,6
developmental_disabili_ties,developmental disabili ties,14,68740,14
per_hired_individual,per hired individual,14,68740,6
mean_substantial_risk,mean substantial risk,14,68740,12
treatment_limita_tions,treatment limita tions,14,68740,10
every_health_plan,every health plan,14,68740,6
risk_patient_safety,risk patient safety,14,68740,6
alcoholism_substance_abuse,alcoholism substance abuse,14,68740,14
health_practi_tioners,health practi tioners,14,68740,10
collective_bargaining_units,collective bargaining units,14,68740,7
health_conditions_however,health conditions however,14,68740,8
physical_thera_pist,physical thera pist,14,68740,6
enforcement_agency_registration,enforcement agency registration,14,68740,7
temporary_presi_dent,temporary presi dent,14,68740,14
outpa_tient_services,outpa tient services,14,68740,8
real_property_actions,real property actions,14,68740,6
mental_health_emergency,mental health emergency,14,68740,6
local_services_plan,local services plan,14,68740,12
secure_treatment_facilities,secure treatment facilities,14,68740,6
personal_income_tax,personal income tax,14,68740,9
attending_physician_channeling,attending physician channeling,14,68740,8
family_health_plus,family health plus,14,68740,6
diagnostic_center_treatment,diagnostic center treatment,14,68740,8
center_treatment_center,center treatment center,14,68740,8
contract_licenses_credentials,contract licenses credentials,14,68740,7
licensing_credentialing_certification,licensing credentialing certification,14,68740,7
valid_license_credential,valid license credential,14,68740,7
chemical_dependence_addiction,chemical dependence addiction,14,68740,7
medically_supervised_withdrawal,medically supervised withdrawal,14,68740,8
health_clinic_licensed,health clinic licensed,14,68740,10
human_disease_pain,human disease pain,14,68740,8
board_payment_increase,board payment increase,14,68740,6
deficiency_intermediate_sanctions,deficiency intermediate sanctions,14,68740,6
health_practitioner's_ordered,health practitioner's ordered,14,68740,6
licen_sure_compact,licen sure compact,14,68740,6
care_provider_determines,care provider determines,14,68740,7
united_states_pharmacopeia,united states pharmacopeia,14,68740,10
pharmacy_wholesaler_manufacturer,pharmacy wholesaler manufacturer,14,68740,10
acceptable_learning_activities,acceptable learning activities,14,68740,6
overdose_reversal_medication,overdose reversal medication,14,68740,5
deductible_copayments_coinsurance,deductible copayments coinsurance,14,68740,6
propagating_cultivating_growing,propagating cultivating growing,14,68740,10
injecting_ingesting_inhaling,injecting ingesting inhaling,14,68740,10
states_army_navy,states army navy,14,68740,6
voluntary_agency_contributions,voluntary agency contributions,14,68740,6
legislative_intent_definitions,legislative intent definitions,14,68740,14
suicide_warning_signs,suicide warning signs,14,68740,12
suicide_risk_factors,suicide risk factors,14,68740,12
even_less_likely,even less likely,14,68740,14
memorializing_governor_andrew,memorializing governor andrew,14,68740,14
current_mental_condition,current mental condition,14,68740,5
department_county_department,department county department,14,68740,6
agency_association_corporation,agency association corporation,14,68740,10
simultaneous_operation_finds,simultaneous operation finds,14,68740,14
offender_violates_division,offender violates division,14,68740,5
social_worker_social,social worker social,14,68740,5
professional_counselor_independent,professional counselor independent,14,68740,5
final_dosage_form,final dosage form,14,68740,7
dosage_form_manufactured,dosage form manufactured,14,68740,7
volatile_organic_solvent,volatile organic solvent,14,68740,7
hair_designer's_license,hair designer's license,14,68740,7
license_natural_hair,license natural hair,14,68740,7
natural_hair_stylist's,natural hair stylist's,14,68740,7
hair_stylist's_license,hair stylist's license,14,68740,7
court_imposing_sentence,court imposing sentence,14,68740,7
trust_estate_trust,trust estate trust,14,68740,7
estate_trust_partnership,estate trust partnership,14,68740,7
converting_producing_processing,converting producing processing,14,68740,6
practice_respiratory_care,practice respiratory care,14,68740,5
vision_professionals_board,vision professionals board,14,68740,5
adult_family_homes,adult family homes,14,68740,10
crisis_responder_receives,crisis responder receives,14,68740,5
facilities_conducting_competency,facilities conducting competency,14,68740,6
conducting_competency_evaluations,conducting competency evaluations,14,68740,6
governments_co-occurring_disorder,governments co-occurring disorder,14,68740,6
long-term_hospitalization_custody,long-term hospitalization custody,14,68740,5
health_services_developmental,health services developmental,14,68740,6
services_developmental_disability,services developmental disability,14,68740,6
meet_department_residential,meet department residential,14,68740,5
department_residential_treatment,department residential treatment,14,68740,5
involuntary_placement_facility,involuntary placement facility,14,68740,5
placement_facility_video,placement facility video,14,68740,5
court_order_drug,court order drug,14,68740,6
order_drug_addiction,order drug addiction,14,68740,6
23-hour_crisis_relief,23-hour crisis relief,14,68740,5
american_indian_tribes,american indian tribes,14,68740,11
special_education_aid,special education aid,14,68740,8
winnebago_mental_health,winnebago mental health,14,68740,6
shankland_shelton_sinicki,shankland shelton sinicki,14,68740,14
principal_coauthor_senator,principal coauthor senator,13,75283,13
postpartum_depression_screening,postpartum depression screening,13,75283,12
provides_hospital_medical,provides hospital medical,13,75283,7
family_therapist_associate,family therapist associate,13,75283,9
locally_controlled_community,locally controlled community,13,75283,12
controlled_community_mental,controlled community mental,13,75283,12
objectives_increase_public,objectives increase public,13,75283,11
professional_psychological_services,professional psychological services,13,75283,13
telepsychological_services_across,telepsychological services across,13,75283,12
submit_comments_independently,submit comments independently,13,75283,13
shelter_care_facility,shelter care facility,13,75283,5
case_management_system,case management system,13,75283,13
existing_mental_health,existing mental health,13,75283,9
behavioral_health_departments,behavioral health departments,13,75283,8
emotionally_disturbed_children,emotionally disturbed children,13,75283,11
prepare_annual_reports,prepare annual reports,13,75283,8
key_vote_appropriation,key vote appropriation,13,75283,13
primary_medical_care,primary medical care,13,75283,12
school_districts_charter,school districts charter,13,75283,11
health_suicide_prevention,health suicide prevention,13,75283,13
local_governmental_agencies,local governmental agencies,13,75283,9
youth_experiencing_homelessness,youth experiencing homelessness,13,75283,13
assist_local_educational,assist local educational,13,75283,12
minimum_every_fifth,minimum every fifth,13,75283,13
whose_primary_responsibility,whose primary responsibility,13,75283,11
accessing_mental_health,accessing mental health,13,75283,13
awareness_month_legislative,awareness month legislative,13,75283,13
age_gender_race,age gender race,13,75283,13
active_duty_service,active duty service,13,75283,9
early_warning_signs,early warning signs,13,75283,11
environmental_health_hazard,environmental health hazard,13,75283,5
mental_health_department,mental health department,13,75283,10
local_government_agencies,local government agencies,13,75283,11
outpatient_treatment_services,outpatient treatment services,13,75283,8
frequency_extent_site,frequency extent site,13,75283,9
patient_treating_physician,patient treating physician,13,75283,9
security_disability_insurance,security disability insurance,13,75283,10
court_mental_health,court mental health,13,75283,5
biennial_renewal_fee,biennial renewal fee,13,75283,5
clinical_behavioral_health,clinical behavioral health,13,75283,5
current_generally_accepted,current generally accepted,13,75283,7
care_placement_decisions,care placement decisions,13,75283,8
provider_professional_associations,provider professional associations,13,75283,9
many_individuals_families,many individuals families,13,75283,13
clinically_significant_eating,clinically significant eating,13,75283,11
prompt_intensive_treatment,prompt intensive treatment,13,75283,13
intensive_treatment_significantly,intensive treatment significantly,13,75283,13
treatment_significantly_improves,treatment significantly improves,13,75283,13
stress_injury_can,stress injury can,13,75283,10
receiving_state's_citizens,receiving state's citizens,13,75283,9
immunity_membership_voting,immunity membership voting,13,75283,13
social_security_administration,social security administration,13,75283,10
living_facilities_adult,living facilities adult,13,75283,13
certain_circumstances_authorizing,certain circumstances authorizing,13,75283,11
religion_sexual_orientation,religion sexual orientation,13,75283,5
emergency_room_visits,emergency room visits,13,75283,12
significant_property_damage,significant property damage,13,75283,5
stabilization_unit_juvenile,stabilization unit juvenile,13,75283,6
liability_insurance_coverage,liability insurance coverage,13,75283,12
local_government_funding,local government funding,13,75283,7
abuse_services_delivery,abuse services delivery,13,75283,7
services_delivery_systems,services delivery systems,13,75283,7
quality_assurance_program,quality assurance program,13,75283,10
criminal_history_checks,criminal history checks,13,75283,5
health_court_programs,health court programs,13,75283,6
clinical_laboratory_procedures,clinical laboratory procedures,13,75283,5
worker_mental_health,worker mental health,13,75283,10
treatment_less_restrictive,treatment less restrictive,13,75283,7
pharmacy_located_outside,pharmacy located outside,13,75283,5
loan_repayment_award,loan repayment award,13,75283,11
ems_medical_directors,ems medical directors,13,75283,5
another_service_provider,another service provider,13,75283,13
guardian_legal_custodian,guardian legal custodian,13,75283,8
suspension_probation_monitoring,suspension probation monitoring,13,75283,13
reported_conduct_received,reported conduct received,13,75283,13
powers_granted_hereunder,powers granted hereunder,13,75283,13
medical_mental_health,medical mental health,13,75283,10
enforcement_officer_training,enforcement officer training,13,75283,5
independent_third_party,independent third party,13,75283,9
reasonable_living_expenses,reasonable living expenses,13,75283,7
clinical_training_program,clinical training program,13,75283,5
supervised_clinical_training,supervised clinical training,13,75283,11
united_states_medical,united states medical,13,75283,8
certified_nursing_assistant,certified nursing assistant,13,75283,10
mental_disorders_dsm-5,mental disorders dsm-5,13,75283,5
affordable_quality_health,affordable quality health,13,75283,7
student's_mental_health,student's mental health,13,75283,7
assisted_treatment_prescribed,assisted treatment prescribed,13,75283,12
criminal_justice_involvement,criminal justice involvement,13,75283,13
housing_choice_voucher,housing choice voucher,13,75283,5
choice_voucher_program,choice voucher program,13,75283,5
medical_technician_emergency,medical technician emergency,13,75283,5
loan_repayment_funds,loan repayment funds,13,75283,7
hospital_hospital_affiliate,hospital hospital affiliate,13,75283,9
constitutes_prima_facie,constitutes prima facie,13,75283,5
care_assistance_program,care assistance program,13,75283,5
services_task_force,services task force,13,75283,5
health_finance_reform,health finance reform,13,75283,13
occupational_therapy_practice,occupational therapy practice,13,75283,9
substance_containing_heroin,substance containing heroin,13,75283,8
health_workforce_development,health workforce development,13,75283,5
child_care_provider,child care provider,13,75283,7
care_delivery_systems,care delivery systems,13,75283,7
care_provider_organizations,care provider organizations,13,75283,8
mental_health_integrated,mental health integrated,13,75283,5
also_make_recommendations,also make recommendations,13,75283,13
religion_sex_national,religion sex national,13,75283,5
firearm_dealer_license,firearm dealer license,13,75283,6
dealer_license_certification,dealer license certification,13,75283,6
nursing_home_services,nursing home services,13,75283,13
medical_assistance_coverage,medical assistance coverage,13,75283,11
care_home_health,care home health,13,75283,13
unannounced_site_visits,unannounced site visits,13,75283,12
local_government_funds,local government funds,13,75283,13
data_bank_npdb,data bank npdb,13,75283,13
opioid_antagonists_prescribed,opioid antagonists prescribed,13,75283,11
local_education_agencies,local education agencies,13,75283,7
existing_public_school,existing public school,13,75283,6
sole_proprietorship_partnership,sole proprietorship partnership,13,75283,5
workers_licensed_clinical,workers licensed clinical,13,75283,10
professional_counselors_licensed,professional counselors licensed,13,75283,11
process_medical_necessity,process medical necessity,13,75283,9
person's_health_care,person's health care,13,75283,9
united_states_postal,united states postal,13,75283,8
states_postal_service,states postal service,13,75283,8
facilities_skilled_nursing,facilities skilled nursing,13,75283,13
school_administrator_making,school administrator making,13,75283,8
person's_firearm_owner's,person's firearm owner's,13,75283,8
age_gender_identity,age gender identity,13,75283,10
state's_attorneys_appellate,state's attorneys appellate,13,75283,6
counseling_social_work,counseling social work,13,75283,10
service_coordination_services,service coordination services,13,75283,5
family_services_formerly,family services formerly,13,75283,6
county_city_village,county city village,13,75283,12
12-14_12-14.1_12-15,12-14 12-14.1 12-15,13,75283,7
teen_dating_violence,teen dating violence,13,75283,5
liability_insurance_policy,liability insurance policy,13,75283,9
functions_powers_duties,functions powers duties,13,75283,5
supportive_living_facility,supportive living facility,13,75283,6
nationally_recognized_accreditation,nationally recognized accreditation,13,75283,7
public_health_authorities,public health authorities,13,75283,5
among_health_care,among health care,13,75283,10
thereafter_reimbursement_rates,thereafter reimbursement rates,13,75283,6
local_advisory_councils,local advisory councils,13,75283,5
active_military_service,active military service,13,75283,6
public_high_school,public high school,13,75283,5
status_marital_status,status marital status,13,75283,7
establish_advisory_committees,establish advisory committees,13,75283,12
disorder_mental_illness,disorder mental illness,13,75283,7
hospice_care_program,hospice care program,13,75283,6
developmental_disabil_ities,developmental disabil ities,13,75283,11
