domain_group,token,n,tf,idf,tf_idf
high,10112.27,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,1012.01,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,1012.22,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,1012.33,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,1012.335,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,1012.34,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,1012.56,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,1012.57,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1012.583,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,1012.584,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,10123.13,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,10123.147,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,10125.3,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,10144.4,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,10144.5,22,1.0195838892768973e-5,0.6931471805599453,7.067216981966248e-6
high,10144.51,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,10144.52,16,7.415155558377434e-6,0.6931471805599453,5.139794168702725e-6
high,10144.53,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,10144.54,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,10144.57,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,101st,64,2.9660622233509737e-5,0,0
high,102.1,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,1028.2,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,10281.2,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,10281.5,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,102nd,277,1.2837488060440933e-4,0,0
high,"103,000,000",8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,103.05,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,103.1,1,4.6344722239858964e-7,0,0
high,103.3,22,1.0195838892768973e-5,0.6931471805599453,7.067216981966248e-6
high,103rd,229,1.0612941392927703e-4,0,0
high,104.1,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,10491.1,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,104th,1,4.6344722239858964e-7,0,0
high,105.1,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1054.001,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,1054.003,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,1054.006,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,1054.007,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1054.051,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,1054.052,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1054.104,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,1054.153,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,1054.156,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1054.157,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,106.11,16,7.415155558377434e-6,0.6931471805599453,5.139794168702725e-6
high,106.115,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,106.13,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,106.15,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,106.16,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,106.27,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,106.50,112,5.190608890864204e-5,0.6931471805599453,3.597855918091908e-5
high,106.52,120,5.561366668783076e-5,0.6931471805599453,3.854845626527044e-5
high,106.58,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,1065.904,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,1067q,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,106th,2,9.268944447971793e-7,0,0
high,107.1,12,5.561366668783076e-6,0,0
high,1070a,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,107a,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,"108,000,000",8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,108.5,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,108.75,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1087ee,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,108a,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,108b,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,109.051,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,109.052,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,109.053,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,109.07,24,1.1122733337566151e-5,0.6931471805599453,7.709691253054089e-6
high,109.1,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,109.3,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,109.43,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,109.511,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,109.57,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,109.572,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,109.573,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,109.69,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,109.71,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,109.73,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,109.731,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,109.74,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,109.741,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,109.742,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,109.748,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,109.749,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,109.75,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,109.77,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,109.771,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,109.78,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,109.79,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,109.801,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,109.803,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,109.804,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,1094.2,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1095.1,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1097.5,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,10a,12,5.561366668783076e-6,0,0
high,10m,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,10th,20,9.268944447971793e-6,0.6931471805599453,6.424742710878407e-6
high,"11,000",1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,"11,460,000",2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,"11,525,152",1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,"11,700,000",2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,11.00,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,11.01,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,11.02,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,11.03,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,11.05,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,11.07,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,11.09,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,11.1,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,11.10,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11.11,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,11.125,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,11.125.080,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11.125.400,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11.130.215,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,11.130.265,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,11.1511,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,11.162,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,11.18,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,11.1801,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,11.2,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11.25,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11.252,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,11.3,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,11.4,8,3.707577779188717e-6,0,0
high,11.5,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,11.88,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11.88.010,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,11.9,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,"110,000",1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,"110,000,000",10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,110.1,17,7.878602780776024e-6,0.6931471805599453,5.461031304246646e-6
high,110.10,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,110.1127,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,110.12,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,110.15,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,110.6,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,110.7,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,1101.103,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1101.104,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1101.3,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,111.07,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,111.09,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,111.15,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,111.31,36,1.668410000634923e-5,0.6931471805599453,1.1564536879581133e-5
high,111.32,424,1.96501622297002e-4,0.6931471805599453,1.3620454547062222e-4
high,111.321,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,111.322,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,111.33,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,111.335,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,111.36,80,3.707577779188717e-5,0.6931471805599453,2.5698970843513627e-5
high,111.365,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,111.41,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,111.431,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,111.47,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,111.5,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,111.70,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,111.81,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,111.85,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,1111.04,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1112.01,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,1112.14,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11153.5,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11158.1,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,11159.2,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11167.5,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,112.0455,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,112.061,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,112.1815,23,1.0659286115167561e-5,0.6931471805599453,7.388454117510167e-6
high,112.18155,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,112.18156,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,112.19,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,11217.5,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,1129.2,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,112a,46,2.1318572230335122e-5,0,0
high,"113,000,000",8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,"113,467,645",1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,113.0152,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,113.18,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,113.2,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,113.3,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,113.4,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,113.4a,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,113.5,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,113.50,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,113.56,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11351.5,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11353.1,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11353.5,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11353.6,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11353.7,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11379.6,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11380.1,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11380.7,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,"114,500,000",2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,"114,950,000",2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,114.01,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,114.1,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,114.2,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,114.3,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,114.6,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,1141j,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,11434a,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,11462.01,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,11462.011,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,11462.04,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11466.01,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11466.6,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,"115,330,000",2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,"115,420,000",2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,115.030,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,115.070,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,115.080,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,115.090,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,115.1,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,115.120,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,115.135,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,115.2,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,115.28,24,1.1122733337566151e-5,0,0
high,115.3,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,115.36,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,115.88,8,3.707577779188717e-6,0,0
high,115.915,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,1151.351,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,115th,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,116.21,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,1163.101,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,117.1,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,117.20,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,"118,000",2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,118.01,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,118.019,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,118.1,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,118.13,22,1.0195838892768973e-5,0.6931471805599453,7.067216981966248e-6
high,118.153,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,118.20,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,118.40,12,5.561366668783076e-6,0,0
high,1181.23,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,11831.6,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,11831.7,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11833.05,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,11834.01,1,4.6344722239858964e-7,0,0
high,11834.02,3,1.390341667195769e-6,0,0
high,11834.026,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,11834.027,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,11834.23,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,11834.26,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,11834.50,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,"119,000,000",8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,119.03,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,119.04,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,119.06,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
