bill_id,topic,gamma,topic_label,is_artifact
1423394,1,1.9862456596832833e-5,Involuntary & Inpatient Treatment,FALSE
1423401,1,6.426951521688828e-5,Involuntary & Inpatient Treatment,FALSE
1423455,1,1.1625036335876885e-4,Involuntary & Inpatient Treatment,FALSE
1423521,1,1.2216701255102108e-4,Involuntary & Inpatient Treatment,FALSE
1423540,1,2.3196141474281196e-4,Involuntary & Inpatient Treatment,FALSE
1423728,1,1.4593490404884307e-4,Involuntary & Inpatient Treatment,FALSE
1423747,1,3.665754137124696e-4,Involuntary & Inpatient Treatment,FALSE
1423772,1,1.975911221847341e-4,Involuntary & Inpatient Treatment,FALSE
1423878,1,3.020050636459951e-4,Involuntary & Inpatient Treatment,FALSE
1423963,1,2.2126998452191613e-4,Involuntary & Inpatient Treatment,FALSE
1423991,1,2.875343008821236e-4,Involuntary & Inpatient Treatment,FALSE
1424146,1,1.010753581481631e-4,Involuntary & Inpatient Treatment,FALSE
1424263,1,2.9459208345767283e-4,Involuntary & Inpatient Treatment,FALSE
1424621,1,1.5145994853697434e-4,Involuntary & Inpatient Treatment,FALSE
1424628,1,7.154935629744782e-5,Involuntary & Inpatient Treatment,FALSE
1424641,1,1.02806989617349e-4,Involuntary & Inpatient Treatment,FALSE
1424664,1,7.624946411326249e-4,Involuntary & Inpatient Treatment,FALSE
1424775,1,4.035533891735406e-4,Involuntary & Inpatient Treatment,FALSE
1424933,1,1.2803165259891774e-4,Involuntary & Inpatient Treatment,FALSE
1425005,1,5.8334254264529625e-5,Involuntary & Inpatient Treatment,FALSE
1425597,1,7.390188698021825e-4,Involuntary & Inpatient Treatment,FALSE
1426386,1,0.90086338679666,Involuntary & Inpatient Treatment,FALSE
1426748,1,7.2412748860394e-5,Involuntary & Inpatient Treatment,FALSE
1426813,1,3.968808868963284e-4,Involuntary & Inpatient Treatment,FALSE
1426830,1,1.2093598704807863e-4,Involuntary & Inpatient Treatment,FALSE
1426863,1,1.4773124628521326e-4,Involuntary & Inpatient Treatment,FALSE
1427075,1,2.9459208345767354e-4,Involuntary & Inpatient Treatment,FALSE
1427082,1,5.396435786977345e-4,Involuntary & Inpatient Treatment,FALSE
1427122,1,2.8080678395905103e-4,Involuntary & Inpatient Treatment,FALSE
1427156,1,2.9102040739311145e-4,Involuntary & Inpatient Treatment,FALSE
1427523,1,3.222792841954078e-4,Involuntary & Inpatient Treatment,FALSE
1427702,1,1.6275679332672559e-4,Involuntary & Inpatient Treatment,FALSE
1427817,1,7.169454714639394e-4,Involuntary & Inpatient Treatment,FALSE
1427918,1,4.405901813915488e-4,Involuntary & Inpatient Treatment,FALSE
1427959,1,0.08262940689977398,Involuntary & Inpatient Treatment,FALSE
1428008,1,3.5051634311355367e-4,Involuntary & Inpatient Treatment,FALSE
1428141,1,4.755021933467042e-4,Involuntary & Inpatient Treatment,FALSE
1428148,1,0.5512085742580582,Involuntary & Inpatient Treatment,FALSE
1428801,1,2.071972022867074e-5,Involuntary & Inpatient Treatment,FALSE
1429582,1,3.904254469136418e-4,Involuntary & Inpatient Treatment,FALSE
1429762,1,0.13274908433389665,Involuntary & Inpatient Treatment,FALSE
1429765,1,3.058532390191463e-4,Involuntary & Inpatient Treatment,FALSE
1429806,1,1.6275679332648996e-4,Involuntary & Inpatient Treatment,FALSE
1429939,1,2.5405763868125e-4,Involuntary & Inpatient Treatment,FALSE
1430015,1,2.80806783958991e-4,Involuntary & Inpatient Treatment,FALSE
1430294,1,1.4418172234843617e-4,Involuntary & Inpatient Treatment,FALSE
1430483,1,0.9994918391044201,Involuntary & Inpatient Treatment,FALSE
1430560,1,1.649943066293263e-4,Involuntary & Inpatient Treatment,FALSE
1430636,1,2.3653298076757663e-4,Involuntary & Inpatient Treatment,FALSE
1430702,1,1.745953671722612e-4,Involuntary & Inpatient Treatment,FALSE
1430722,1,4.8511216794565115e-4,Involuntary & Inpatient Treatment,FALSE
1430758,1,0.13569931596461607,Involuntary & Inpatient Treatment,FALSE
1430802,1,3.1385148610196746e-4,Involuntary & Inpatient Treatment,FALSE
1430920,1,3.358052626152087e-4,Involuntary & Inpatient Treatment,FALSE
1430931,1,3.0585323901917286e-4,Involuntary & Inpatient Treatment,FALSE
1430969,1,1.943907494293272e-4,Involuntary & Inpatient Treatment,FALSE
1431089,1,2.365329807674605e-4,Involuntary & Inpatient Treatment,FALSE
1431101,1,1.0065152667610072e-4,Involuntary & Inpatient Treatment,FALSE
1431352,1,3.2227928419539435e-4,Involuntary & Inpatient Treatment,FALSE
1431396,1,6.765314858775375e-4,Involuntary & Inpatient Treatment,FALSE
1431475,1,7.390188698021633e-4,Involuntary & Inpatient Treatment,FALSE
1431927,1,6.961524301457146e-4,Involuntary & Inpatient Treatment,FALSE
1432238,1,2.403992194738021e-5,Involuntary & Inpatient Treatment,FALSE
1432255,1,1.5051023769998626e-4,Involuntary & Inpatient Treatment,FALSE
1432266,1,5.861917291557967e-5,Involuntary & Inpatient Treatment,FALSE
1432286,1,1.3153975225702242e-4,Involuntary & Inpatient Treatment,FALSE
1432289,1,8.74503678769078e-5,Involuntary & Inpatient Treatment,FALSE
1432369,1,0.1467317387437816,Involuntary & Inpatient Treatment,FALSE
1432407,1,4.573809440965662e-4,Involuntary & Inpatient Treatment,FALSE
1432414,1,6.765314858775351e-4,Involuntary & Inpatient Treatment,FALSE
1432554,1,2.712857655627005e-4,Involuntary & Inpatient Treatment,FALSE
1432565,1,1.360118636066962e-4,Involuntary & Inpatient Treatment,FALSE
1432818,1,1.3601186360674082e-4,Involuntary & Inpatient Treatment,FALSE
1432879,1,0.6262206440921922,Involuntary & Inpatient Treatment,FALSE
1432902,1,0.058771186873673796,Involuntary & Inpatient Treatment,FALSE
1432987,1,6.07987379850093e-4,Involuntary & Inpatient Treatment,FALSE
1433180,1,1.2535708382179462e-4,Involuntary & Inpatient Treatment,FALSE
1433189,1,9.699117637531815e-5,Involuntary & Inpatient Treatment,FALSE
1433560,1,0.12706733018797686,Involuntary & Inpatient Treatment,FALSE
1433729,1,1.7209185007334494e-4,Involuntary & Inpatient Treatment,FALSE
1433742,1,4.035533891735491e-4,Involuntary & Inpatient Treatment,FALSE
1433921,1,2.0259427063220917e-4,Involuntary & Inpatient Treatment,FALSE
1433950,1,4.326487674749719e-4,Involuntary & Inpatient Treatment,FALSE
1433963,1,1.4332083350147086e-4,Involuntary & Inpatient Treatment,FALSE
1434036,1,6.404306179680362e-4,Involuntary & Inpatient Treatment,FALSE
1434061,1,7.390188698021757e-4,Involuntary & Inpatient Treatment,FALSE
1434243,1,9.469534671252359e-5,Involuntary & Inpatient Treatment,FALSE
1434385,1,3.3580526261518616e-4,Involuntary & Inpatient Treatment,FALSE
1434439,1,0.8481903413432601,Involuntary & Inpatient Treatment,FALSE
1434443,1,7.16945471463935e-4,Involuntary & Inpatient Treatment,FALSE
1434452,1,1.6057915458358326e-4,Involuntary & Inpatient Treatment,FALSE
1434457,1,3.557107116919378e-4,Involuntary & Inpatient Treatment,FALSE
1434463,1,0.7928114870276993,Involuntary & Inpatient Treatment,FALSE
1434853,1,0.328009968457667,Involuntary & Inpatient Treatment,FALSE
1434855,1,1.0459898821087845e-4,Involuntary & Inpatient Treatment,FALSE
1435005,1,7.169454714639376e-4,Involuntary & Inpatient Treatment,FALSE
1435103,1,1.9597787093528706e-4,Involuntary & Inpatient Treatment,FALSE
1435104,1,3.1800955717744677e-4,Involuntary & Inpatient Treatment,FALSE
1435211,1,9.179813630371913e-5,Involuntary & Inpatient Treatment,FALSE
1435234,1,4.2149645360928156e-5,Involuntary & Inpatient Treatment,FALSE
1435283,1,7.169454714639377e-4,Involuntary & Inpatient Treatment,FALSE
1435339,1,2.488738098047282e-5,Involuntary & Inpatient Treatment,FALSE
1435349,1,7.169454714639388e-4,Involuntary & Inpatient Treatment,FALSE
1435378,1,2.46238882146041e-4,Involuntary & Inpatient Treatment,FALSE
